"Q3_4","Q3_5","Q5","Q16","Q26","Q30","ppage","educ","race","gender","income_cat","voter_category","pols_dont_care","media_greed","election_results_matter","party","vote_freq","income_cat_coded","voter_cat_coded","educ_coded"
1,2,1,1,1,1,63,"College","White","Female","$75-125k","always","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",3,3,3
1,4,1,-1,4,5,29,"High school or less","Hispanic","Male","Less than $40k","rarely/never","Strongly Disagree","Strongly Agree","Who wins the Election really matters","No Preference","Never",1,1,1
3,2,2,3,3,5,31,"Some college","White","Female","$75-125k","rarely/never","Somewhat Agree","Somewhat Disagree","Things will be pretty much the same","No Preference","Rarely",3,1,2
3,3,1,2,1,3,73,"College","White","Male","$75-125k","always","Somewhat Disagree","Somewhat Disagree","Who wins the Election really matters","Independent","Always/Almost Always",3,3,3
3,2,2,2,1,2,64,"Some college","Hispanic","Male","$75-125k","sporadic","Somewhat Agree","Somewhat Disagree","Things will be pretty much the same","Democrat","Always/Almost Always",3,2,2
1,1,1,3,1,2,76,"High school or less","Hispanic","Male","$40-75k","always","Strongly Agree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",2,3,1
1,2,2,1,2,1,38,"Some college","White","Female","$125k or more","rarely/never","Somewhat Agree","Strongly Agree","Things will be pretty much the same","Republican","Sometimes",4,1,2
2,2,1,1,2,3,44,"High school or less","White","Female","$75-125k","sporadic","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Independent","Sometimes",3,2,1
1,1,2,1,4,2,30,"High school or less","White","Male","Less than $40k","rarely/never","Strongly Agree","Strongly Agree","Things will be pretty much the same","Democrat","Never",1,1,1
1,4,1,3,1,1,50,"Some college","White","Female","Less than $40k","sporadic","Strongly Disagree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",1,2,2
3,3,1,1,1,3,25,"College","White","Male","$75-125k","rarely/never","Somewhat Disagree","Somewhat Disagree","Who wins the Election really matters","Independent","Always/Almost Always",3,1,3
1,2,1,2,1,5,30,"Some college","Black","Female","$75-125k","always","Somewhat Agree","Strongly Agree","Who wins the Election really matters","No Preference","Always/Almost Always",3,3,2
2,1,1,3,1,2,35,"Some college","Black","Female","$75-125k","sporadic","Strongly Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",3,2,2
3,3,1,2,1,2,50,"Some college","Other/Mixed","Female","Less than $40k","always","Somewhat Disagree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",1,3,2
1,1,2,1,2,4,28,"College","White","Male","$75-125k","sporadic","Strongly Agree","Strongly Agree","Things will be pretty much the same","Another Party","Sometimes",3,2,3
1,3,1,2,1,2,78,"High school or less","Black","Male","Less than $40k","sporadic","Somewhat Disagree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",1,2,1
3,2,1,2,1,2,49,"College","Black","Female","$75-125k","always","Somewhat Agree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",3,3,3
1,1,2,2,4,5,28,"High school or less","Hispanic","Female","Less than $40k","rarely/never","Strongly Agree","Strongly Agree","Things will be pretty much the same","No Preference","Never",1,1,1
2,2,1,1,1,4,59,"College","Hispanic","Male","$125k or more","always","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Another Party","Always/Almost Always",4,3,3
3,2,1,1,1,3,72,"College","White","Male","Less than $40k","sporadic","Somewhat Agree","Somewhat Disagree","Who wins the Election really matters","Independent","Always/Almost Always",1,2,3
1,1,1,1,1,3,59,"College","White","Female","$125k or more","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Independent","Always/Almost Always",4,2,3
1,1,1,1,1,3,34,"College","White","Male","$75-125k","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Independent","Always/Almost Always",3,2,3
2,1,1,3,1,3,61,"Some college","Hispanic","Female","Less than $40k","sporadic","Strongly Agree","Somewhat Agree","Who wins the Election really matters","Independent","Always/Almost Always",1,2,2
2,1,1,3,1,3,48,"College","Black","Male","$125k or more","always","Strongly Agree","Somewhat Agree","Who wins the Election really matters","Independent","Always/Almost Always",4,3,3
1,1,1,3,3,1,25,"Some college","White","Male","$75-125k","rarely/never","Strongly Agree","Strongly Agree","Who wins the Election really matters","Republican","Rarely",3,1,2
1,3,1,4,1,1,53,"College","Hispanic","Male","$125k or more","sporadic","Somewhat Disagree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",4,2,3
3,1,1,1,4,5,51,"High school or less","White","Female","$40-75k","rarely/never","Strongly Agree","Somewhat Disagree","Who wins the Election really matters","No Preference","Never",2,1,1
1,2,1,1,1,1,28,"College","White","Male","$40-75k","always","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",2,3,3
2,1,2,2,4,5,26,"High school or less","Black","Female","Less than $40k","rarely/never","Strongly Agree","Somewhat Agree","Things will be pretty much the same","No Preference","Never",1,1,1
4,2,1,1,1,2,70,"Some college","Black","Male","$40-75k","rarely/never","Somewhat Agree","Strongly Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",2,1,2
1,1,1,3,1,2,28,"College","White","Female","$40-75k","always","Strongly Agree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",2,3,3
3,3,1,1,1,1,40,"High school or less","White","Female","Less than $40k","sporadic","Somewhat Disagree","Somewhat Disagree","Who wins the Election really matters","Republican","Always/Almost Always",1,2,1
2,1,1,2,3,5,29,"High school or less","Hispanic","Female","Less than $40k","rarely/never","Strongly Agree","Somewhat Agree","Who wins the Election really matters","No Preference","Rarely",1,1,1
2,1,1,2,2,2,28,"College","Other/Mixed","Male","$125k or more","rarely/never","Strongly Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Sometimes",4,1,3
4,1,1,2,1,2,73,"Some college","Black","Female","$40-75k","sporadic","Strongly Agree","Strongly Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",2,2,2
3,3,1,1,1,2,67,"College","White","Female","$125k or more","rarely/never","Somewhat Disagree","Somewhat Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",4,1,3
2,2,1,3,1,2,51,"Some college","Black","Male","Less than $40k","sporadic","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",1,2,2
1,2,1,1,1,-1,56,"Some college","Hispanic","Female","$75-125k","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters",NA,"Always/Almost Always",3,2,2
1,1,1,2,3,2,48,"High school or less","Hispanic","Female","$75-125k","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Democrat","Rarely",3,2,1
1,1,2,1,1,5,47,"Some college","Hispanic","Male","$75-125k","sporadic","Strongly Agree","Strongly Agree","Things will be pretty much the same","No Preference","Always/Almost Always",3,2,2
1,1,1,2,1,3,70,"College","White","Male","$75-125k","rarely/never","Strongly Agree","Strongly Agree","Who wins the Election really matters","Independent","Always/Almost Always",3,1,3
1,1,2,2,1,2,22,"Some college","Black","Male","$125k or more","always","Strongly Agree","Strongly Agree","Things will be pretty much the same","Democrat","Always/Almost Always",4,3,2
1,2,1,4,1,2,84,"High school or less","Black","Female","$75-125k","always","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",3,3,1
1,1,1,1,1,3,62,"Some college","White","Male","$75-125k","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Independent","Always/Almost Always",3,2,2
4,2,1,2,1,3,64,"High school or less","White","Male","$40-75k","rarely/never","Somewhat Agree","Strongly Disagree","Who wins the Election really matters","Independent","Always/Almost Always",2,1,1
1,1,1,2,1,2,78,"High school or less","Black","Male","Less than $40k","always","Strongly Agree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",1,3,1
1,1,2,1,1,3,55,"College","White","Female","$75-125k","rarely/never","Strongly Agree","Strongly Agree","Things will be pretty much the same","Independent","Always/Almost Always",3,1,3
-1,4,2,2,4,5,38,"High school or less","Black","Male","Less than $40k","rarely/never","Strongly Disagree",NA,"Things will be pretty much the same","No Preference","Never",1,1,1
1,2,2,1,4,1,32,"High school or less","White","Male","Less than $40k","rarely/never","Somewhat Agree","Strongly Agree","Things will be pretty much the same","Republican","Never",1,1,1
1,2,1,1,1,1,79,"High school or less","White","Female","$75-125k","always","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",3,3,1
1,1,1,3,1,3,45,"College","Other/Mixed","Female","$40-75k","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Independent","Always/Almost Always",2,2,3
2,2,2,2,1,3,67,"Some college","White","Male","$40-75k","sporadic","Somewhat Agree","Somewhat Agree","Things will be pretty much the same","Independent","Always/Almost Always",2,2,2
2,3,1,2,2,2,58,"Some college","Hispanic","Male","$125k or more","rarely/never","Somewhat Disagree","Somewhat Agree","Who wins the Election really matters","Democrat","Sometimes",4,1,2
4,2,1,2,1,2,64,"College","White","Female","$40-75k","always","Somewhat Agree","Strongly Disagree","Who wins the Election really matters","Democrat","Always/Almost Always",2,3,3
2,2,1,1,1,3,42,"College","Hispanic","Female","$125k or more","sporadic","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","Independent","Always/Almost Always",4,2,3
1,2,1,3,3,2,63,"Some college","Hispanic","Female","$75-125k","rarely/never","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Democrat","Rarely",3,1,2
2,2,2,1,1,1,57,"High school or less","White","Female","$75-125k","sporadic","Somewhat Agree","Somewhat Agree","Things will be pretty much the same","Republican","Always/Almost Always",3,2,1
2,2,1,3,4,5,31,"College","Other/Mixed","Female","$125k or more","rarely/never","Somewhat Agree","Somewhat Agree","Who wins the Election really matters","No Preference","Never",4,1,3
3,1,1,1,1,1,69,"High school or less","White","Male","$75-125k","sporadic","Strongly Agree","Somewhat Disagree","Who wins the Election really matters","Republican","Always/Almost Always",3,2,1
2,2,2,2,1,2,27,"High school or less","Black","Female","Less than $40k","rarely/never","Somewhat Agree","Somewhat Agree","Things will be pretty much the same","Democrat","Always/Almost Always",1,1,1
1,1,2,1,4,5,52,"High school or less","Hispanic","Female","$75-125k","rarely/never","Strongly Agree","Strongly Agree","Things will be pretty much the same","No Preference","Never",3,1,1
1,2,1,1,2,3,38,"High school or less","White","Female","$75-125k","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Independent","Sometimes",3,2,1
1,1,1,1,1,2,58,"High school or less","Black","Female","$40-75k","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Democrat","Always/Almost Always",2,2,1
4,2,1,1,1,5,52,"High school or less","White","Female","Less than $40k","sporadic","Somewhat Agree","Strongly Disagree","Who wins the Election really matters","No Preference","Always/Almost Always",1,2,1
1,2,1,1,1,1,72,"Some college","White","Female","Less than $40k","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Always/Almost Always",1,2,2
1,2,1,2,2,1,55,"High school or less","White","Male","Less than $40k","sporadic","Somewhat Agree","Strongly Agree","Who wins the Election really matters","Republican","Sometimes",1,2,1
1,1,1,1,2,1,65,"High school or less","White","Male","Less than $40k","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Republican","Sometimes",1,2,1
1,2,2,1,2,3,29,"College","White","Female","$75-125k","sporadic","Somewhat Agree","Strongly Agree","Things will be pretty much the same","Independent","Sometimes",3,2,3
1,1,1,2,1,3,55,"College","White","Female","Less than $40k","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","Independent","Always/Almost Always",1,2,3
3,2,1,2,1,3,60,"High school or less","White","Female","$75-125k","rarely/never","Somewhat Agree","Somewhat Disagree","Who wins the Election really matters","Independent","Always/Almost Always",3,1,1
1,1,1,1,1,5,46,"High school or less","Hispanic","Male","Less than $40k","sporadic","Strongly Agree","Strongly Agree","Who wins the Election really matters","No Preference","Always/Almost Always",1,2,1
4,2,1,1,1,3,77,"High school or less","Other/Mixed","Male","$40-75k","always","Somewhat Agree","Strongly Disagree","Who wins the Election really matters","Independent","Always/Almost Always",2,3,1
1,1,2,2,1,3,38,"College","Black","Male","$75-125k","sporadic","Strongly Agree","Strongly Agree","Things will be pretty much the same","Independent","Always/Almost Always",3,2,3
2,1,1,1,1,2,75,"High school or less","Black","Female","Less than $40k","always","Strongly Agree","Somewhat Agree","Who wins the Election really matters","Democrat","Always/Almost Always",1,3,1
1,3,1,1,4,3,25,"High school or less","Hispanic","Female","Less than $40k","rarely/never","Somewhat Disagree","Strongly Agree","Who wins the Election really matters","Independent","Never",1,1,1
1,3,2,2,3,2,32,"Some college","Hispanic","Male","Less than $40k","rarely/never","Somewhat Disagree","Strongly Agree","Things will be pretty much the same","Democrat","Rarely",1,1,2
